³µÁ¾±àÂë,mileage,avg_speed,sd_speed,sd_speed_diff,speed_plus,speed_minus,tired,slip,dscs,plus_rate,minus_rate,tired_rate,slip_rate,dscs_rate,labels
AD00078,366,39.15915068317403,15.618302446085744,2.0939152642172383,6,7,13,34,184,0.016393442622950817,0.01912568306010929,0.035519125683060114,0.09289617486338797,0.5027322404371585,2
AD00080,656,41.67468961683378,15.407065614804688,2.0019781138265285,12,15,6,10,190,0.018292682926829267,0.022865853658536585,0.009146341463414634,0.01524390243902439,0.2896341463414634,2
AD00081,625,45.70978004225178,16.328743486220265,2.093722472222048,2,18,3,11,135,0.0032,0.0288,0.0048,0.0176,0.21600000000000003,2
AD00082,767,44.17561938171453,16.76742993472384,1.6364744461620069,1,14,5,36,184,0.0013037809647979141,0.018252933507170797,0.00651890482398957,0.0469361147327249,0.23989569752281614,2
AD00083,814,41.735463661171295,14.774676015062845,2.167291029014725,6,13,9,45,372,0.00737100737100737,0.015970515970515967,0.011056511056511056,0.05528255528255528,0.457002457002457,2
AD00086,549,42.281009723437975,14.871730831511734,1.9693525263321512,0,16,5,6,168,0.0,0.029143897996357013,0.009107468123861569,0.01092896174863388,0.30601092896174864,2
AD00088,683,43.66381905459279,16.287518163676992,1.8490505168268152,3,7,11,37,240,0.0043923865300146405,0.010248901903367495,0.016105417276720352,0.05417276720351391,0.3513909224011713,2
AD00089,607,50.568219846289104,16.384403768646127,2.169084187569781,3,17,4,15,134,0.0049423393739703465,0.02800658978583196,0.0065897858319604605,0.02471169686985173,0.22075782537067545,2
AD00090,830,44.598462414578584,14.638005626505391,2.004947896433668,4,31,9,35,218,0.004819277108433735,0.03734939759036145,0.010843373493975905,0.042168674698795185,0.26265060240963856,2
AD00097,308,35.43278059937439,14.584880012127568,1.6628776477892533,9,13,5,6,91,0.02922077922077922,0.042207792207792215,0.016233766233766232,0.01948051948051948,0.2954545454545455,2
AD00099,225,49.58060606060606,17.010100019194415,1.116381291279707,3,3,4,19,79,0.013333333333333334,0.013333333333333334,0.017777777777777778,0.08444444444444445,0.3511111111111111,2
AD00100,799,40.35591903062846,14.142664083896134,2.190956402927443,11,18,10,39,370,0.013767209011264079,0.022528160200250308,0.012515644555694618,0.04881101376720901,0.4630788485607009,2
AD00101,866,50.61117031398668,15.696030298662588,2.1165518968344665,11,30,7,22,199,0.012702078521939952,0.034642032332563515,0.008083140877598153,0.02540415704387991,0.22979214780600465,2
AD00103,1235,47.20985915492958,16.51026687323802,2.064418342167728,21,71,12,47,306,0.01700404858299595,0.05748987854251013,0.0097165991902834,0.038056680161943315,0.24777327935222676,2
AD00104,718,49.613545816733065,16.719421919162713,2.2927393369918274,5,29,6,16,173,0.0069637883008356535,0.0403899721448468,0.008356545961002786,0.02228412256267409,0.24094707520891365,2
AD00106,879,41.697852629171074,15.72068972590832,2.2130449741685343,12,30,12,45,419,0.013651877133105802,0.034129692832764506,0.013651877133105802,0.05119453924914676,0.4766780432309442,2
AD00109,932,45.70528647625603,16.083685235644552,1.9722524408683464,10,44,8,35,184,0.01072961373390558,0.04721030042918455,0.008583690987124462,0.03755364806866953,0.19742489270386265,2
AD00110,592,45.64942468067139,17.795890921855335,1.6972168453925671,1,13,6,24,142,0.0016891891891891893,0.02195945945945946,0.010135135135135136,0.040540540540540536,0.2398648648648649,2
AD00113,816,47.43901390282356,16.721112614117384,1.8605606389293283,2,28,10,51,250,0.0024509803921568627,0.03431372549019608,0.012254901960784314,0.0625,0.30637254901960786,2
AD00114,308,36.216078658183925,16.914583830004894,1.8227271728848056,9,3,10,27,141,0.02922077922077922,0.00974025974025974,0.032467532467532464,0.08766233766233766,0.4577922077922078,2
AD00117,440,41.44889767371142,16.065113225018507,3.1612460351540954,52,53,2,16,105,0.11818181818181818,0.12045454545454545,0.004545454545454545,0.03636363636363636,0.23863636363636365,2
AD00120,643,49.84870568587262,17.56829938066009,2.594449256547411,4,49,4,12,123,0.0062208398133748065,0.07620528771384137,0.0062208398133748065,0.01866251944012442,0.19129082426127528,2
AD00121,734,45.752010946947976,15.621252948549808,2.349619619472498,15,25,6,31,238,0.02043596730245232,0.0340599455040872,0.008174386920980926,0.04223433242506812,0.3242506811989101,2
AD00123,800,52.95549937994849,27.427894490995683,2.3087261015734377,12,9,9,30,126,0.015,0.01125,0.01125,0.0375,0.1575,0
AD00124,1143,59.82490241752708,27.657351002181848,2.5507374678689176,8,7,10,45,184,0.00699912510936133,0.006124234470691163,0.008748906386701663,0.03937007874015748,0.1609798775153106,0
AD00126,1302,69.6920426016311,24.22825927722882,1.831689727754768,3,7,5,20,124,0.002304147465437788,0.005376344086021507,0.0038402457757296467,0.015360983102918587,0.09523809523809523,0
AD00127,872,48.510871217880485,24.01819565399191,2.6009877487742816,9,11,11,49,180,0.010321100917431191,0.01261467889908257,0.01261467889908257,0.05619266055045872,0.20642201834862384,0
AD00129,1140,59.440697380611475,26.197546398411266,2.610418410239208,7,10,10,44,184,0.0061403508771929825,0.008771929824561403,0.008771929824561403,0.038596491228070184,0.16140350877192985,0
AD00130,392,39.35590810688552,16.439466409842012,2.1772131455385058,22,35,8,25,125,0.05612244897959184,0.08928571428571429,0.020408163265306117,0.06377551020408162,0.31887755102040816,2
AD00132,517,42.912844519250996,19.35905786353743,2.283997127423578,13,6,6,36,141,0.025145067698259187,0.01160541586073501,0.01160541586073501,0.06963249516441006,0.2727272727272727,2
AD00133,594,38.92691153550909,13.895102172526617,2.093149642241181,3,8,7,15,170,0.005050505050505051,0.01346801346801347,0.011784511784511785,0.02525252525252525,0.28619528619528617,2
AD00134,874,59.269903349067214,27.169381624043,2.7031376277937893,6,12,8,38,154,0.006864988558352402,0.013729977116704805,0.009153318077803205,0.043478260869565216,0.17620137299771166,0
AD00135,914,62.22099501706753,27.971951172590824,1.9028138195093012,14,12,9,35,130,0.015317286652078776,0.01312910284463895,0.009846827133479213,0.03829321663019693,0.1422319474835886,0
AD00137,892,55.35420420420421,25.948884069006013,2.6582289139935638,5,5,7,29,129,0.005605381165919282,0.005605381165919282,0.007847533632286996,0.032511210762331835,0.1446188340807175,0
AD00138,707,56.716082033034404,27.018798798043214,2.204975392031023,19,18,9,23,127,0.026874115983026883,0.02545968882602546,0.01272984441301273,0.03253182461103253,0.17963224893917965,0
AD00140,905,55.2369298999141,29.296509600743388,2.4266655147836564,17,16,6,35,167,0.01878453038674033,0.017679558011049725,0.0066298342541436465,0.03867403314917127,0.18453038674033148,0
AD00141,1047,58.94003304680393,28.09408377489829,2.0821243033013945,9,12,10,45,175,0.008595988538681949,0.011461318051575931,0.009551098376313277,0.04297994269340974,0.16714422158548234,0
AD00144,1159,65.43189323759039,27.527628233577605,2.0895904600370563,7,9,8,46,147,0.006039689387402934,0.007765314926660914,0.006902502157031924,0.03968938740293356,0.1268334771354616,0
AD00145,1029,58.86247448075723,29.039169193371784,2.36334929755824,3,9,10,43,192,0.002915451895043732,0.008746355685131196,0.009718172983479106,0.041788143828960164,0.18658892128279886,0
AD00147,827,55.970129533067514,27.282017467149053,2.27981498354585,9,9,8,34,140,0.010882708585247884,0.010882708585247884,0.009673518742442565,0.041112454655380895,0.16928657799274485,0
AD00150,1332,68.77972612925213,28.8502583683024,2.6121612384708293,7,7,7,37,173,0.0052552552552552565,0.0052552552552552565,0.0052552552552552565,0.027777777777777776,0.12987987987987987,0
AD00151,1073,58.98014351715325,27.52409199812357,2.6375570759724902,13,10,8,46,189,0.012115563839701773,0.009319664492078284,0.007455731593662628,0.04287045666356011,0.17614165890027958,0
AD00152,764,49.65227705157034,27.29808911071665,2.7446953510116088,14,14,10,37,149,0.01832460732984293,0.01832460732984293,0.013089005235602094,0.04842931937172775,0.1950261780104712,0
AD00156,734,42.395779079861114,19.97595459151948,2.3393895554695594,30,27,10,72,213,0.04087193460490463,0.03678474114441417,0.013623978201634877,0.09809264305177112,0.2901907356948229,2
AD00158,971,58.362590718738744,29.9358414327891,2.3611199881309384,17,12,12,38,159,0.017507723995880537,0.012358393408856848,0.012358393408856848,0.03913491246138002,0.16374871266735325,0
AD00159,1514,74.15347611411879,24.338375205321466,2.5087129327869717,4,4,8,17,118,0.002642007926023778,0.002642007926023778,0.005284015852047556,0.011228533685601056,0.07793923381770146,0
AD00161,1098,55.59882347631155,24.73974654927999,1.9726874999589088,14,11,7,28,217,0.012750455373406194,0.010018214936247723,0.006375227686703097,0.025500910746812388,0.197632058287796,0
AD00162,811,48.07164307935765,22.35182710909863,2.7069336967007693,12,12,13,56,217,0.014796547472256475,0.014796547472256475,0.016029593094944512,0.0690505548705302,0.2675709001233046,0
AD00163,1164,70.24874048468354,29.028191780469502,2.4112961003463065,8,9,6,35,141,0.006872852233676976,0.007731958762886598,0.005154639175257732,0.030068728522336767,0.1211340206185567,0
AD00165,1100,56.27899524821808,27.399048284720784,2.4320096927084878,11,12,12,45,199,0.01,0.01090909090909091,0.01090909090909091,0.040909090909090916,0.1809090909090909,0
AD00166,940,58.18048452220727,28.220468854514927,2.6903453933682404,45,43,10,54,188,0.04787234042553192,0.04574468085106383,0.010638297872340424,0.0574468085106383,0.2,0
AD00170,1265,48.275627377335475,13.842538317256693,1.878128618680771,2,11,3,43,265,0.0015810276679841895,0.008695652173913044,0.002371541501976285,0.033992094861660084,0.20948616600790515,2
AD00171,738,49.871080497584046,17.39832610641095,1.921190944151956,9,28,7,27,196,0.012195121951219513,0.037940379403794036,0.009485094850948507,0.03658536585365853,0.2655826558265583,2
AD00174,1047,63.88448814556148,27.372923718758067,2.1895324987465195,4,7,7,27,107,0.0038204393505253103,0.006685768863419293,0.006685768863419293,0.025787965616045846,0.10219675262655203,0
AD00175,824,56.07698052394709,14.397559955313511,1.5866383781470483,1,12,1,30,109,0.0012135922330097086,0.014563106796116504,0.0012135922330097086,0.03640776699029126,0.13228155339805825,1
AD00178,1097,56.38682507485753,27.651984485926146,2.418386373336754,3,2,7,41,143,0.002734731084776664,0.0018231540565177761,0.006381039197812215,0.0373746581586144,0.13035551504102094,0
AD00179,399,34.50889096203319,12.66775031981025,2.398156578344495,13,35,4,42,184,0.03258145363408521,0.08771929824561403,0.010025062656641605,0.10526315789473684,0.4611528822055138,2
AD00182,730,48.98237895153662,17.604129645947175,2.0202958410663188,4,29,6,31,197,0.0054794520547945215,0.039726027397260284,0.00821917808219178,0.04246575342465753,0.2698630136986301,2
AD00186,599,38.18905203805944,12.418760980795565,2.137541912547668,1,25,4,2,171,0.001669449081803005,0.041736227045075125,0.00667779632721202,0.00333889816360601,0.2854757929883139,2
AD00189,1295,64.82826443270807,26.314833773791218,2.664817267929013,5,3,8,50,189,0.003861003861003861,0.0023166023166023165,0.0061776061776061784,0.03861003861003861,0.14594594594594595,0
AD00190,2236,39.8660187526338,11.875638955679136,2.0823725242875355,6,9,7,3,154,0.0026833631484794273,0.0040250447227191425,0.0031305903398926656,0.0013416815742397135,0.06887298747763862,1
AD00192,8987,43.41393675440258,13.915556285416908,1.8963989425408692,2,1,2,2,37,0.00022254367419606094,0.00011127183709803047,0.00022254367419606094,0.00022254367419606094,0.0041170579726271285,1
AD00193,2818,37.178007592616844,12.432245198681285,1.8475060161232648,3,9,7,2,159,0.00106458481192335,0.00319375443577005,0.00248403122782115,0.0007097232079489,0.05642299503193755,1
AD00194,6625,77.91379549297335,20.434881606811217,2.7977719856661456,2,9,6,6,121,0.00030188679245283015,0.001358490566037736,0.0009056603773584907,0.0009056603773584907,0.018264150943396226,0
AD00204,3502,47.69940929878049,17.114903881251596,1.9885880950896697,1,5,3,10,93,0.00028555111364934324,0.001427755568246716,0.0008566533409480298,0.0028555111364934323,0.02655625356938892,1
AD00205,2264,42.13876853360894,15.011612628094028,1.7940511267796777,2,5,6,20,116,0.00088339222614841,0.002208480565371025,0.00265017667844523,0.0088339222614841,0.051236749116607784,1
AD00207,2232,39.350039376279724,11.464428419837049,1.568404015710502,1,4,4,0,125,0.0004480286738351255,0.0017921146953405016,0.0017921146953405016,0.0,0.05600358422939068,1
AD00208,1818,35.89832214765101,12.476793110103507,1.754585657895565,0,0,3,10,93,0.0,0.0,0.0016501650165016502,0.005500550055005501,0.051155115511551164,1
AD00209,2323,32.29759201563078,11.320902135759546,1.8199052560182567,1,5,6,19,186,0.00043047783039173483,0.0021523891519586737,0.002582866982350409,0.008179078777442962,0.08006887645286268,1
AD00213,138,86.14938602160466,18.257431125047734,1.987418989624548,0,1,1,5,19,0.0,0.007246376811594203,0.007246376811594203,0.036231884057971016,0.13768115942028986,1
AD00223,4541,61.35875618811881,25.151155184529767,3.2387855969262835,0,4,4,3,100,0.0,0.0008808632459810613,0.0008808632459810613,0.0006606474344857961,0.022021581149526532,0
AD00224,6964,62.52659968584215,24.724423103429505,2.123420175035029,1,6,6,9,86,0.00014359563469270534,0.0008615738081562322,0.0008615738081562322,0.001292360712234348,0.01234922458357266,0
AD00225,4450,41.013263525305405,16.040519112493392,2.1983687052713896,0,2,2,0,33,0.0,0.00044943820224719103,0.00044943820224719103,0.0,0.007415730337078651,1
AD00233,1939,40.91841864040924,14.440264644401644,1.7984294676500985,3,2,3,20,137,0.0015471892728210418,0.0010314595152140279,0.0015471892728210418,0.010314595152140279,0.07065497679216091,1
AD00236,4158,51.24104270660011,18.464299664088266,2.1139249110581573,0,0,2,1,35,0.0,0.0,0.00048100048100048096,0.00024050024050024048,0.008417508417508417,1
AD00245,4760,65.36528407110491,29.37498801075665,1.3593167163997766,1,0,0,15,33,0.00021008403361344542,0.0,0.0,0.0031512605042016808,0.006932773109243697,0
AD00246,1098,48.13244371822803,14.635246116366735,1.8709257565990456,2,6,2,0,53,0.0018214936247723133,0.00546448087431694,0.0018214936247723133,0.0,0.0482695810564663,1
AD00247,7370,61.931530494821644,22.79767734077315,1.4531204455261402,0,0,0,3,28,0.0,0.0,0.0,0.00040705563093622793,0.0037991858887381283,0
AD00248,330,22.34310695711163,7.636816094495571,2.5688017551630917,2,2,3,16,111,0.006060606060606061,0.006060606060606061,0.00909090909090909,0.048484848484848485,0.3363636363636364,1
AD00250,2754,39.94446958167085,16.66306973175512,2.1960435031287475,0,17,6,2,246,0.0,0.006172839506172839,0.002178649237472767,0.0007262164124909223,0.08932461873638345,1
AD00252,3381,49.091620750910785,17.02518692039518,1.7944514958845117,2,11,6,7,117,0.0005915409642117716,0.003253475303164744,0.0017746228926353148,0.002070393374741201,0.034605146406388634,1
AD00254,65282,54.72682033874207,21.33064525404976,1.9116833318379047,2,5,8,17,178,3.063631628932937e-05,7.659079072332343e-05,0.00012254526515731752,0.00026040868845929966,0.0027266321497503142,0
AD00256,1551,34.269375,13.972780604577633,1.7867456409629134,0,2,6,6,117,0.0,0.0012894906511927786,0.0038684719535783366,0.0038684719535783366,0.07543520309477758,1
AD00259,2065,41.237047697368425,11.725116112979801,2.0611601975159988,5,3,3,23,128,0.0024213075060532693,0.0014527845036319614,0.0014527845036319614,0.011138014527845037,0.061985472154963674,1
AD00267,3129,78.27010548217602,21.672995915311752,3.411720888722114,5,6,10,16,158,0.0015979546180888466,0.0019175455417066156,0.003195909236177693,0.005113454777884308,0.050495365931607535,0
AD00277,2240,46.01360129922858,15.575807630295255,2.111042290242616,0,0,2,3,51,0.0,0.0,0.0008928571428571427,0.0013392857142857145,0.022767857142857145,1
AD00283,1841,37.06383068426156,15.933451711455927,1.8116710937853155,4,4,6,26,229,0.002172732210755024,0.002172732210755024,0.003259098316132537,0.014122759369907659,0.12438891906572515,1
AD00285,1745,40.281193085122254,15.08266587465174,1.9117647966840348,2,9,4,17,143,0.001146131805157593,0.005157593123209169,0.002292263610315186,0.009742120343839542,0.08194842406876791,1
AD00287,3311,53.21730486840619,19.701180495633192,1.9925369241803401,2,27,6,12,171,0.0006040471156750226,0.008154636061612805,0.001812141347025068,0.003624282694050136,0.051646028390214434,1
AD00289,2662,41.59107676775521,16.65479607619364,2.066964890015312,5,20,7,24,228,0.0018782870022539446,0.0075131480090157785,0.0026296018031555218,0.009015777610818931,0.08564988730277986,1
AD00290,2464,51.68223918575064,27.08468286461259,2.07932276979482,0,1,0,4,29,0.0,0.0004058441558441559,0.0,0.0016233766233766235,0.01176948051948052,0
AD00291,3551,53.07489458115678,20.976823349725226,0.9823320716940858,0,7,4,5,84,0.0,0.0019712756969867645,0.001126443255421008,0.0014080540692762602,0.02365530836384117,0
AD00292,10430,69.8408549127515,23.620395563296288,3.698054602729439,7,11,6,16,196,0.0006711409395973153,0.0010546500479386386,0.0005752636625119846,0.0015340364333652926,0.01879194630872483,0
AD00294,1870,45.084100218096715,14.950797964747881,1.961183919998155,3,10,4,18,88,0.0016042780748663102,0.0053475935828877,0.0021390374331550803,0.009625668449197863,0.047058823529411764,1
AD00297,1563,33.45337743289657,13.617090638773632,2.523446234893023,0,5,6,0,90,0.0,0.0031989763275751763,0.003838771593090211,0.0,0.057581573896353176,1
AD00298,2476,53.61369814442739,14.148836016349485,1.3330897679499618,0,12,2,2,84,0.0,0.004846526655896607,0.0008077544426494346,0.0008077544426494346,0.03392568659127625,1
AD00302,3481,50.668345154944326,16.190649210394184,2.031217253173587,0,3,7,21,196,0.0,0.0008618213157138753,0.0020109164033323764,0.006032749209997128,0.056305659293306526,1
AD00304,2059,42.89651388142994,11.605397599843574,2.118921608213538,2,4,5,28,190,0.0009713453132588637,0.001942690626517727,0.002428363283147159,0.013598834385624087,0.09227780475959203,1
AD00307,1258,27.931332990976447,9.542616564583092,1.8297371243689171,4,8,5,4,154,0.003179650238473768,0.006359300476947536,0.0039745627980922104,0.003179650238473768,0.12241653418124004,1
AD00309,6389,70.94036953111382,21.35503111892884,2.157041865035449,4,11,2,4,104,0.0006260760682422914,0.0017217091876663016,0.0003130380341211457,0.0006260760682422914,0.016277977774299582,0
AD00310,3220,51.36163734776725,18.723120950364663,2.1262238021781,5,12,6,19,171,0.0015527950310559005,0.003726708074534162,0.001863354037267081,0.005900621118012423,0.0531055900621118,1
AD00314,1848,72.10782476576348,19.29710850387861,2.280100931396897,0,0,5,8,41,0.0,0.0,0.002705627705627705,0.004329004329004329,0.022186147186147188,1
AD00315,2075,63.832178994643144,25.113363453043664,2.6634171912093745,6,11,6,18,102,0.002891566265060241,0.005301204819277107,0.002891566265060241,0.008674698795180723,0.0491566265060241,0
AD00320,934,77.23335733455521,24.543230626957797,1.646513897325325,0,1,3,14,44,0.0,0.0010706638115631694,0.0032119914346895075,0.014989293361884369,0.04710920770877945,0
AD00327,3364,37.953771695594135,15.621942663554751,1.8711597704257381,1,2,2,0,40,0.0002972651605231866,0.0005945303210463732,0.0005945303210463732,0.0,0.011890606420927468,1
AD00328,3273,64.82510597565978,24.63181723194809,1.9963267293395919,1,8,2,4,38,0.0003055300947143293,0.0024442407577146353,0.0006110601894286588,0.0012221203788573176,0.011610143599144515,0
AD00331,903,28.281263460157927,14.094471557409895,2.117362569478785,1,1,3,13,96,0.0011074197120708748,0.0011074197120708748,0.003322259136212625,0.014396456256921372,0.106312292358804,1
AD00332,8687,60.766056831451934,26.305279274698496,1.892893754952408,0,1,1,2,29,0.0,0.00011511453896627143,0.00011511453896627143,0.00023022907793254291,0.003338321630021872,0
AD00338,4015,45.370221981591776,16.591924412702365,1.7557322888773474,0,1,1,1,49,0.0,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.012204234122042341,1
AD00340,2251,38.58655973451327,12.493988875284547,1.6828364660609172,2,3,6,7,128,0.0008884940026654821,0.0013327410039982233,0.0026654820079964467,0.003109729009329187,0.05686361617059085,1
AD00344,9136,73.13399672424983,25.01777358261393,2.601705916633489,7,7,4,0,149,0.000766199649737303,0.000766199649737303,0.0004378283712784589,0.0,0.01630910683012259,0
AD00347,2642,46.36812909732728,18.05286775473412,2.3786886187541487,3,2,4,1,54,0.0011355034065102195,0.000757002271006813,0.001514004542013626,0.0003785011355034065,0.02043906131718395,1
AD00349,3336,53.68035862068965,18.944984098490995,2.0505349595761952,6,13,10,13,237,0.0017985611510791368,0.0038968824940047962,0.0029976019184652283,0.0038968824940047962,0.0710431654676259,1
AD00350,4023,57.21990429592989,20.477187551868425,2.040889918791006,1,12,7,10,137,0.00024857071836937607,0.002982848620432513,0.0017399950285856324,0.002485707183693761,0.03405418841660452,0
AD00355,2757,70.4293152609612,24.85123375853251,3.0926633847401312,7,10,6,15,92,0.0025389916575988395,0.003627130939426913,0.002176278563656148,0.00544069640914037,0.033369604642727604,0
AD00357,1656,36.53509592887225,18.849434426428445,2.337652618361368,4,3,1,6,31,0.0024154589371980675,0.0018115942028985507,0.0006038647342995169,0.0036231884057971015,0.018719806763285024,1
AD00359,4216,50.51708960869266,19.265922740801887,1.919120211987697,3,4,4,14,101,0.0007115749525616697,0.0009487666034155598,0.0009487666034155598,0.0033206831119544588,0.023956356736242884,1
AD00361,8656,79.2914441629312,22.990016621063017,2.5703992297979976,3,3,2,2,45,0.0003465804066543438,0.0003465804066543438,0.0002310536044362292,0.0002310536044362292,0.005198706099815157,0
AD00366,3313,51.07180029273052,17.214518073077713,2.0161679231703817,2,9,6,34,230,0.0006036824630244491,0.002716571083610021,0.0018110473890733476,0.010262601871415635,0.06942348324781165,1
AD00368,1879,41.08952367935488,17.613136013759398,1.957026128896396,2,11,1,2,76,0.0010643959552953698,0.005854177754124534,0.0005321979776476849,0.0010643959552953698,0.04044704630122405,1
AD00369,4998,77.67156594480494,26.80747478385177,1.4975353498459472,2,2,2,14,51,0.0004001600640256103,0.0004001600640256103,0.0004001600640256103,0.0028011204481792717,0.010204081632653059,0
AD00376,1705,38.44073015990799,16.589365511151005,2.051091087001861,1,9,1,13,120,0.0005865102639296188,0.005278592375366569,0.0005865102639296188,0.007624633431085044,0.07038123167155426,1
AD00384,3074,36.94126057824995,12.228975115318393,1.9886539902803468,13,15,8,27,237,0.004229017566688354,0.004879635653871178,0.002602472348731295,0.008783344176968121,0.0770982433311646,1
AD00387,2272,70.86646943789799,20.517649625436626,2.1838737252690934,1,2,2,8,53,0.00044014084507042255,0.0008802816901408451,0.0008802816901408451,0.0035211267605633804,0.023327464788732398,0
AD00391,2247,41.042615793470006,13.711403915492495,1.9688536661026736,2,7,7,17,151,0.0008900756564307967,0.003115264797507788,0.003115264797507788,0.007565643079661771,0.06720071206052515,1
AD00392,3536,55.87647954998242,17.99676068045399,2.139522772168796,0,6,7,20,142,0.0,0.0016968325791855204,0.0019796380090497732,0.005656108597285068,0.04015837104072399,1
AD00396,4168,76.75805675805674,14.589423425121806,2.5984863271514977,0,4,1,6,32,0.0,0.0009596928982725527,0.0002399232245681382,0.0014395393474088292,0.007677543186180422,1
AD00397,2906,41.18025698551907,15.32180130143256,2.043263591615877,1,8,9,19,223,0.00034411562284927734,0.002752924982794219,0.0030970406056434964,0.00653819683413627,0.07673778389538885,1
AD00400,1938,64.86180832857958,28.14690065676153,2.662514696572854,8,5,0,9,32,0.0041279669762641896,0.002579979360165119,0.0,0.004643962848297214,0.016511867905056758,0
AD00403,7951,69.37551532868599,25.960425810719794,2.723024324369079,5,10,4,2,124,0.0006288517167651867,0.0012577034335303735,0.0005030813734121495,0.00025154068670607473,0.015595522575776632,0
AD00410,1591,54.152479774885684,16.874496905178532,1.8524085643890011,1,10,1,1,29,0.0006285355122564425,0.006285355122564425,0.0006285355122564425,0.0006285355122564425,0.018227529855436832,1
AD00412,1353,77.78199411820509,22.55176512143547,3.784768356925667,1,0,2,2,48,0.0007390983000739097,0.0,0.0014781966001478194,0.0014781966001478194,0.03547671840354767,0
AD00415,2047,45.864802737089704,12.799097947560856,1.3937327444189551,1,1,3,1,88,0.0004885197850512947,0.0004885197850512947,0.0014655593551538837,0.0004885197850512947,0.04298974108451392,1
AD00416,1934,42.81768406337372,12.947226363144473,2.094780471320818,2,2,6,20,116,0.001034126163391934,0.001034126163391934,0.0031023784901758012,0.010341261633919338,0.059979317476732165,1
AD00417,3734,55.54550807537012,18.902096688145285,2.113939182013333,1,7,6,12,131,0.00026780931976432785,0.0018746652383502945,0.0016068559185859668,0.0032137118371719326,0.03508302088912694,1
AD00418,1277,31.87687930307714,9.637943911123802,2.0233861833360702,7,8,4,10,152,0.0054815974941268605,0.006264682850430697,0.0031323414252153485,0.007830853563038372,0.11902897415818325,1
AD00419,4197,46.89909818310419,14.652737571576438,1.7173037647012792,0,5,8,27,169,0.0,0.0011913271384322134,0.0019061234214915413,0.006433166547533953,0.04026685727900882,1
AD00423,3217,44.72896953021881,14.853036664635114,1.9253018377059528,4,7,5,25,213,0.0012433944668946222,0.002175940317065589,0.001554243083618278,0.007771215418091389,0.06621075536213862,1
AD00427,2839,39.957055103227674,14.708871225329318,1.9243841667298625,3,11,5,16,232,0.0010567101091933776,0.003874603733709053,0.0017611835153222965,0.005635787249031349,0.08171891511095458,1
AD00429,6200,46.219964497488384,14.915092402370751,1.1154435384538706,2,12,6,3,91,0.0003225806451612903,0.0019354838709677422,0.0009677419354838711,0.00048387096774193554,0.01467741935483871,1
AD00431,3769,55.43518351111915,20.362096911921533,1.9034815151869529,1,15,7,26,178,0.0002653223666755107,0.003979835500132661,0.0018572565667285754,0.00689838153356328,0.047227381268240914,0
AD00432,1889,41.180537569880926,16.429421901646634,2.365993935250956,4,13,6,4,161,0.002117522498676549,0.006881948120698782,0.0031762837480148226,0.002117522498676549,0.08523028057173107,1
AD00437,5404,77.97674238912069,25.18549326892648,1.6916918676493735,5,3,7,14,41,0.0009252405625462619,0.0005551443375277572,0.0012953367875647669,0.0025906735751295338,0.007586972612879349,0
AD00438,3719,58.080305292848855,24.207516148948496,2.20855698838502,0,0,2,8,27,0.0,0.0,0.0005377789728421619,0.002151115891368648,0.007260016133369184,0
AD00443,1035,29.93839045051983,13.500868388221273,1.251658703906685,2,2,0,7,23,0.0019323671497584538,0.0019323671497584538,0.0,0.00676328502415459,0.022222222222222227,1
AD00444,2377,37.68731047352461,14.861795002928455,1.7807693974374688,0,1,0,0,43,0.0,0.0004206983592763989,0.0,0.0,0.01809002944888515,1
AD00449,2496,38.22765634230737,12.465130356695113,1.7309445922546771,0,6,5,35,201,0.0,0.002403846153846154,0.002003205128205128,0.014022435897435898,0.08052884615384616,1
AD00450,1949,34.13283957518166,17.651368527283694,2.173894333846452,1,4,6,20,172,0.000513083632632119,0.002052334530528476,0.0030785017957927143,0.010261672652642379,0.08825038481272447,1
AD00461,2995,38.729853795738585,12.317662227743089,1.5072966582460965,1,1,4,1,167,0.000333889816360601,0.000333889816360601,0.001335559265442404,0.000333889816360601,0.05575959933222037,1
AD00471,2852,53.47564188259348,25.794626637048317,2.0689075797433207,3,4,7,36,111,0.0010518934081346423,0.001402524544179523,0.002454417952314165,0.012622720897615708,0.038920056100981766,0
AD00472,3876,62.270819556496065,28.27883669521513,2.093451919087222,1,3,5,12,78,0.0002579979360165118,0.0007739938080495358,0.0012899896800825591,0.0030959752321981426,0.02012383900928793,0
AE00028,936,70.99945288278666,25.575961815725297,2.0304675730942594,3,4,5,17,85,0.003205128205128205,0.004273504273504274,0.005341880341880342,0.018162393162393164,0.0908119658119658,0
AE00226,2686,51.63864578535237,21.630873313611687,2.178602399664818,9,9,4,0,113,0.0033507073715562173,0.0033507073715562173,0.0014892032762472078,0.0,0.042069992553983616,0
AE00269,2509,53.13209403661665,25.74368678671732,2.501562898467564,3,3,6,10,108,0.0011956954962136306,0.0011956954962136306,0.002391390992427261,0.0039856516540454365,0.04304503786369071,0
AE00270,2809,45.46940507510821,18.250874894084447,1.988313791646608,1,14,3,12,126,0.000355998576005696,0.004983980064079744,0.001067995728017088,0.004271982912068352,0.044855820576717685,1
AE00295,2232,60.356531049250535,27.590859435425845,1.9281283272477232,2,0,3,0,62,0.0008960573476702508,0.0,0.0013440860215053767,0.0,0.027777777777777776,0
