,rule,support,confidence
课程148---课程180---课程144,课程148---课程180---课程144,0.07133480296237585,0.8105826062482411
课程144---课程180---课程130,课程144---课程180---课程130,0.07133480296237585,0.9789259007477907
课程144---课程180---课程148,课程144---课程180---课程148,0.07133480296237585,0.9789259007477907
课程144---课程180---课程133,课程144---课程180---课程133,0.07133480296237585,0.9789259007477907
课程130---课程180---课程144,课程130---课程180---课程144,0.07133480296237585,0.808307605950042
课程144---课程180---课程135,课程144---课程180---课程135,0.07131003393356947,0.9785859959211421
课程135---课程180---课程144,课程135---课程180---课程144,0.07131003393356947,0.8098452883263011
课程135---课程144---课程180,课程135---课程144---课程180,0.07131003393356947,0.9809199318568995
课程162---课程180---课程144,课程162---课程180---课程144,0.07128526490476308,0.8109326570865032
课程144---课程162---课程180,课程144---课程162---课程180,0.07128526490476308,0.9799114742934967
课程144---课程180---课程162,课程144---课程180---课程162,0.07128526490476308,0.9782460910944936
课程17---课程171---课程48,课程17---课程171---课程48,0.0712604958759567,0.8580375782881001
课程17---课程48---课程171,课程17---课程48---课程171,0.0712604958759567,0.92064
课程144---课程40---课程180,课程144---课程40---课程180,0.07123572684715032,0.9815699658703072
课程144---课程180---课程40,课程144---课程180---课程40,0.07123572684715032,0.9775662814411965
课程180---课程40---课程144,课程180---课程40---课程144,0.07123572684715032,0.8090014064697609
课程31---课程48---课程171,课程31---课程48---课程171,0.07113665073192481,0.921694480102696
课程171---课程31---课程48,课程171---课程31---课程48,0.07113665073192481,0.8519727083951351
课程26---课程48---课程17,课程26---课程48---课程17,0.07091372947266737,0.9607382550335569
课程17---课程48---课程26,课程17---课程48---课程26,0.07091372947266737,0.91616
课程31---课程48---课程26,课程31---课程48---课程26,0.0707651152998291,0.9168806161745828
课程26---课程48---课程31,课程26---课程48---课程31,0.0707651152998291,0.958724832214765
课程17---课程171---课程133,课程17---课程171---课程133,0.07071557724221633,0.851476289889651
课程133---课程171---课程17,课程133---课程171---课程17,0.07071557724221633,0.9875475613974403
课程171---课程31---课程133,课程171---课程31---课程133,0.07051742501176529,0.8445565114209433
课程171---课程26---课程133,课程171---课程26---课程133,0.07051742501176529,0.8827906976744186
课程133---课程171---课程26,课程133---课程171---课程26,0.07051742501176529,0.9847803528190937
课程133---课程171---课程31,课程133---课程171---课程31,0.07051742501176529,0.9847803528190937
课程130---课程171---课程17,课程130---课程171---课程17,0.07031927278131425,0.9933519944016795
课程17---课程171---课程130,课程17---课程171---课程130,0.07031927278131425,0.8467044437816881
课程171---课程31---课程130,课程171---课程31---课程130,0.07017065860847596,0.840403441115396
课程130---课程171---课程31,课程130---课程171---课程31,0.07017065860847596,0.9912526242127361
课程171---课程26---课程130,课程171---课程26---课程130,0.07009635152205682,0.8775193798449612
课程130---课程171---课程26,课程130---课程171---课程26,0.07009635152205682,0.9902029391182644
课程17---课程171---课程135,课程17---课程171---课程135,0.06997250637802492,0.8425290784372204
课程135---课程171---课程17,课程135---课程171---课程17,0.06997250637802492,0.990880392844616
课程130---课程171---课程133,课程130---课程171---课程133,0.06994773734921854,0.9881035689293212
课程133---课程171---课程130,课程133---课程171---课程130,0.06994773734921854,0.9768246281563473
课程133---课程171---课程135,课程133---课程171---课程135,0.06989819929160578,0.9761328260117605
课程135---课程171---课程133,课程135---课程171---课程133,0.06989819929160578,0.9898281304805332
课程135---课程171---课程26,课程135---课程171---课程26,0.0698734302627994,0.9894773763591723
课程171---课程26---课程135,课程171---课程26---课程135,0.0698734302627994,0.8747286821705427
课程171---课程31---课程135,课程171---课程31---课程135,0.06984866123399301,0.8365470186888163
课程135---课程171---课程31,课程135---课程171---课程31,0.06984866123399301,0.9891266222378113
课程141---课程31---课程171,课程141---课程31---课程171,0.06979912317638025,0.8493068113321277
课程171---课程31---课程141,课程171---课程31---课程141,0.06979912317638025,0.835953722930881
课程29---课程31---课程34,课程29---课程31---课程34,0.06965050900354197,0.9577656675749319
课程144---课程191---课程163,课程144---课程191---课程163,0.06952666385951006,1.0
课程163---课程191---课程144,课程163---课程191---课程144,0.06952666385951006,0.9960965223562811
课程141---课程26---课程31,课程141---课程26---课程31,0.0695018948307037,0.984561403508772
课程141---课程31---课程26,课程141---课程31---课程26,0.0695018948307037,0.8456901748040989
课程171---课程26---课程48,课程171---课程26---课程48,0.06945235677309093,0.8694573643410853
课程26---课程48---课程171,课程26---课程48---课程171,0.06945235677309093,0.9409395973154362
课程17---课程171---课程141,课程17---课程171---课程141,0.06930374260025264,0.8344765881300327
课程141---课程17---课程171,课程141---课程17---课程171,0.06930374260025264,0.8732833957553059
课程135---课程171---课程130,课程135---课程171---课程130,0.06925420454263988,0.980708523325149
课程130---课程171---课程135,课程130---课程171---课程135,0.06925420454263988,0.9783065080475856
课程29---课程31---课程17,课程29---课程31---课程17,0.0691055903698016,0.9502724795640326
课程17---课程29---课程31,课程17---课程29---课程31,0.0691055903698016,0.9789473684210526
课程141---课程17---课程26,课程141---课程17---课程26,0.06898174522576969,0.8692259675405742
课程141---课程26---课程17,课程141---课程26---课程17,0.06898174522576969,0.9771929824561402
课程17---课程29---课程34,课程17---课程29---课程34,0.06895697619696332,0.9768421052631578
课程141---课程26---课程34,课程141---课程26---课程34,0.0675946796126124,0.9575438596491228
课程26---课程34---课程141,课程26---课程34---课程141,0.0675946796126124,0.8840298023971495
课程29---课程31---课程171,课程29---课程31---课程171,0.06732222029574221,0.9257493188010899
课程171---课程31---课程29,课程171---课程31---课程29,0.06732222029574221,0.8062889350341146
课程17---课程171---课程40,课程17---课程171---课程40,0.06727268223812945,0.8100208768267223
课程171---课程40---课程17,课程171---课程40---课程17,0.06727268223812945,0.9963316214233309
课程148---课程171---课程31,课程148---课程171---课程31,0.06724791320932307,0.997794928335171
课程171---课程31---课程40,课程171---课程31---课程40,0.06724791320932307,0.8053989913972116
课程171---课程31---课程148,课程171---课程31---课程148,0.06724791320932307,0.8053989913972116
课程171---课程40---课程31,课程171---课程40---课程31,0.06724791320932307,0.995964783565664
课程17---课程171---课程148,课程17---课程171---课程148,0.06722314418051668,0.8094243960632269
课程148---课程171---课程17,课程148---课程171---课程17,0.06722314418051668,0.9974274163910328
课程26---课程34---课程171,课程26---课程34---课程171,0.0671983751517103,0.8788467768059605
课程133---课程171---课程148,课程133---课程171---课程148,0.0671983751517103,0.9384296091317883
课程148---课程171---课程133,课程148---课程171---课程133,0.0671983751517103,0.9970599044468946
课程171---课程26---课程34,课程171---课程26---课程34,0.0671983751517103,0.8412403100775194
课程141---课程31---课程29,课程141---课程31---课程29,0.06717360612290392,0.8173598553345388
课程29---课程31---课程141,课程29---课程31---课程141,0.06717360612290392,0.9237057220708447
课程148---课程171---课程26,课程148---课程171---课程26,0.06714883709409754,0.9963248805586181
课程130---课程171---课程148,课程130---课程171---课程148,0.06714883709409754,0.9485654303708887
课程148---课程171---课程130,课程148---课程171---课程130,0.06714883709409754,0.9963248805586181
课程171---课程26---课程148,课程171---课程26---课程148,0.06714883709409754,0.8406201550387598
课程130---课程34---课程17,课程130---课程34---课程17,0.06707453000767839,0.9974217311233885
课程171---课程40---课程26,课程171---课程40---课程26,0.06707453000767839,0.9933969185619954
课程171---课程26---课程40,课程171---课程26---课程40,0.06707453000767839,0.8396899224806201
课程133---课程34---课程17,课程133---课程34---课程17,0.06702499195006564,0.9800796812749004
课程34---课程48---课程171,课程34---课程48---课程171,0.06702499195006564,0.9695449659620209
课程171---课程40---课程130,课程171---课程40---课程130,0.06697545389245288,0.991929567131328
课程130---课程171---课程40,课程130---课程171---课程40,0.06697545389245288,0.9461161651504548
课程133---课程171---课程40,课程133---课程171---课程40,0.0669506848636465,0.9349705984088551
课程171---课程40---课程133,课程171---课程40---课程133,0.0669506848636465,0.9915627292736611
课程148---课程171---课程40,课程148---课程171---课程40,0.06692591583484012,0.9930172730613746
课程171---课程40---课程148,课程171---课程40---课程148,0.06692591583484012,0.9911958914159941
课程171---课程180---课程17,课程171---课程180---课程17,0.06690114680603373,0.9636104174099179
课程133---课程34---课程26,课程133---课程34---课程26,0.06690114680603373,0.9782687432089822
课程26---课程34---课程133,课程26---课程34---课程133,0.06690114680603373,0.8749595076125688
课程171---课程31---课程180,课程171---课程31---课程180,0.06690114680603373,0.8012459210916641
课程171---课程180---课程31,课程171---课程180---课程31,0.06690114680603373,0.9636104174099179
课程17---课程171---课程180,课程17---课程171---课程180,0.06690114680603373,0.805547271100507
课程135---课程171---课程148,课程135---课程171---课程148,0.06685160874842097,0.9466853735531393
课程130---课程34---课程31,课程130---课程34---课程31,0.06685160874842097,0.9941068139963166
课程148---课程171---课程135,课程148---课程171---课程135,0.06685160874842097,0.99191473722896
课程148---课程171---课程162,课程148---课程171---课程162,0.06680207069080821,0.9911797133406836
课程135---课程171---课程162,课程135---课程171---课程162,0.06680207069080821,0.9459838653104173
课程162---课程171---课程148,课程162---课程171---课程148,0.06680207069080821,0.9985190670122176
课程162---课程171---课程135,课程162---课程171---课程135,0.06680207069080821,0.9985190670122176
课程133---课程171---课程162,课程133---课程171---课程162,0.06675253263319546,0.9322033898305085
课程162---课程171---课程17,课程162---课程171---课程17,0.06675253263319546,0.9977786005183267
课程17---课程171---课程162,课程17---课程171---课程162,0.06675253263319546,0.8037578288100209
课程130---课程171---课程162,课程130---课程171---课程162,0.06675253263319546,0.9429671098670399
课程162---课程171---课程133,课程162---课程171---课程133,0.06675253263319546,0.9977786005183267
课程162---课程171---课程130,课程162---课程171---课程130,0.06675253263319546,0.9977786005183267
课程162---课程171---课程31,课程162---课程171---课程31,0.06675253263319546,0.9977786005183267
课程162---课程171---课程26,课程162---课程171---课程26,0.06672776360438908,0.997408367271381
课程171---课程26---课程162,课程171---课程26---课程162,0.06672776360438908,0.8353488372093024
课程17---课程171---课程29,课程17---课程171---课程29,0.0667029945755827,0.8031613480465255
课程17---课程29---课程171,课程17---课程29---课程171,0.0667029945755827,0.9449122807017544
课程171---课程26---课程180,课程171---课程26---课程180,0.06660391846035717,0.8337984496124031
课程135---课程171---课程40,课程135---课程171---课程40,0.06660391846035717,0.94317783233953
课程171---课程40---课程135,课程171---课程40---课程135,0.06660391846035717,0.9864269992663242
课程171---课程180---课程26,课程171---课程180---课程26,0.06660391846035717,0.9593292900463788
课程17---课程29---课程141,课程17---课程29---课程141,0.06657914943155079,0.943157894736842
课程141---课程17---课程29,课程141---课程17---课程29,0.06657914943155079,0.8389513108614233
课程171---课程40---课程162,课程171---课程40---课程162,0.0665543804027444,0.9856933235509904
课程162---课程171---课程40,课程162---课程171---课程40,0.0665543804027444,0.9948167345427619
课程133---课程171---课程180,课程133---课程171---课程180,0.06648007331632527,0.928398478035282
课程171---课程180---课程133,课程171---课程180---课程133,0.06648007331632527,0.9575454869782376
课程130---课程171---课程180,课程130---课程171---课程180,0.06643053525871251,0.9384184744576627
课程133---课程34---课程31,课程133---课程34---课程31,0.06643053525871251,0.9713871785584932
课程171---课程180---课程130,课程171---课程180---课程130,0.06643053525871251,0.9568319657509811
课程171---课程180---课程135,课程171---课程180---课程135,0.06635622817229336,0.9557616839100963
课程135---课程171---课程180,课程135---课程171---课程180,0.06635622817229336,0.9396702911259208
课程148---课程171---课程180,课程148---课程171---课程180,0.0663066901146806,0.9838294744579199
课程26---课程34---课程135,课程26---课程34---课程135,0.0663066901146806,0.8671849692257855
课程171---课程180---课程148,课程171---课程180---课程148,0.0663066901146806,0.9550481626828398
课程135---课程34---课程26,课程135---课程34---课程26,0.0663066901146806,0.9870943952802359
课程171---课程180---课程162,课程171---课程180---课程162,0.06625715205706784,0.9543346414555832
课程162---课程171---课程180,课程162---课程171---课程180,0.06625715205706784,0.990373935579415
课程171---课程40---课程180,课程171---课程40---课程180,0.06620761399945509,0.9805575935436538
课程171---课程180---课程40,课程171---课程180---课程40,0.06620761399945509,0.9536211202283268
课程26---课程34---课程29,课程26---课程34---课程29,0.06591038565377852,0.8620019436345967
课程26---课程29---课程34,课程26---课程29---课程34,0.06591038565377852,0.9804716285924835
课程141---课程26---课程171,课程141---课程26---课程171,0.06588561662497214,0.9333333333333332
课程171---课程26---课程141,课程171---课程26---课程141,0.06588561662497214,0.8248062015503876
课程135---课程34---课程31,课程135---课程34---课程31,0.06583607856735937,0.9800884955752213
课程135---课程34---课程17,课程135---课程34---课程17,0.06583607856735937,0.9800884955752213
课程29---课程31---课程26,课程29---课程31---课程26,0.06581130953855299,0.9049727520435966
课程26---课程29---课程31,课程26---课程29---课程31,0.06581130953855299,0.9789977892409727
课程130---课程34---课程26,课程130---课程34---课程26,0.06578654050974661,0.9782688766114179
课程26---课程34---课程130,课程26---课程34---课程130,0.06578654050974661,0.8603822481373501
课程26---课程29---课程17,课程26---课程29---课程17,0.06576177148094023,0.9782608695652173
课程17---课程29---课程26,课程17---课程29---课程26,0.06576177148094023,0.931578947368421
课程135---课程34---课程133,课程135---课程34---课程133,0.0656874643945211,0.9778761061946903
课程133---课程34---课程135,课程133---课程34---课程135,0.0656874643945211,0.9605215501629845
课程158---课程31---课程141,课程158---课程31---课程141,0.06561315730810195,0.9854910714285715
课程133---课程34---课程130,课程133---课程34---课程130,0.06541500507765091,0.9565374864179645
课程130---课程34---课程133,课程130---课程34---课程133,0.06541500507765091,0.972744014732965
课程141---课程48---课程171,课程141---课程48---课程171,0.06524162187600624,0.9662509170946441
课程158---课程17---课程31,课程158---课程17---课程31,0.06521685284719986,0.9905944319036869
课程158---课程31---课程17,课程158---课程31---课程17,0.06521685284719986,0.9795386904761905
课程141---课程17---课程130,课程141---课程17---课程130,0.06511777673197434,0.8205368289637953
课程130---课程141---课程17,课程130---课程141---课程17,0.06511777673197434,0.9791433891992551
课程132---课程48,课程132---课程48,0.06489485547271691,0.9125740160222917
课程158---课程17---课程141,课程158---课程17---课程141,0.06487008644391054,0.9853273137697518
课程130---课程141---课程31,课程130---课程141---课程31,0.06487008644391054,0.9754189944134078
课程141---课程17---课程158,课程141---课程17---课程158,0.06487008644391054,0.8174157303370788
课程130---课程34---课程135,课程130---课程34---课程135,0.06482054838629778,0.9639042357274402
课程135---课程34---课程130,课程135---课程34---课程130,0.06482054838629778,0.9649705014749264
课程158---课程31---课程171,课程158---课程31---课程171,0.0646471651846531,0.9709821428571428
课程201---课程29,课程201---课程29,0.06462239615584672,0.9652238253792081
课程29---课程31---课程158,课程29---课程31---课程158,0.06454808906942759,0.8876021798365122
课程56---课程48,课程56---课程48,0.06454808906942759,0.9500546846518412
课程158---课程31---课程29,课程158---课程31---课程29,0.06454808906942759,0.9694940476190478
课程158---课程31---课程34,课程158---课程31---课程34,0.06452332004062121,0.969122023809524
课程56---课程171,课程56---课程171,0.06434993683897654,0.947138169886985
课程201---课程141,课程201---课程141,0.06430039878136379,0.9604143544210137
课程201---课程34,课程201---课程34,0.06425086072375102,0.9596744358120607
课程17---课程52---课程31,课程17---课程52---课程31,0.0641517846085255,0.9825493171471926
课程31---课程52---课程17,课程31---课程52---课程17,0.0641517846085255,0.9736842105263157
课程133---课程141---课程17,课程133---课程141---课程17,0.06412701557971912,0.9736743136517487
课程141---课程17---课程133,课程141---课程17---课程133,0.06412701557971912,0.8080524344569289
课程141---课程48---课程34,课程141---课程48---课程34,0.0640279394644936,0.9482758620689655
课程34---课程48---课程141,课程34---课程48---课程141,0.0640279394644936,0.9261913292726622
课程133---课程141---课程31,课程133---课程141---课程31,0.06395363237807446,0.9710417450169236
课程158---课程17---课程171,课程158---课程17---课程171,0.06395363237807446,0.9714070729872084
课程17---课程29---课程133,课程17---课程29---课程133,0.0639040943204617,0.9052631578947368
课程158---课程17---课程29,课程158---课程17---课程29,0.0639040943204617,0.9706546275395034
课程133---课程29---课程17,课程133---课程29---课程17,0.0639040943204617,0.9739524348810872
课程17---课程29---课程158,课程17---课程29---课程158,0.0639040943204617,0.9052631578947368
课程158---课程17---课程34,课程158---课程17---课程34,0.06382978723404255,0.9695259593679457
课程171---课程56---课程48,课程171---课程56---课程48,0.06380501820523617,0.99153194765204
课程48---课程56---课程171,课程48---课程56---课程171,0.06380501820523617,0.9884881043745202
课程133---课程29---课程135,课程133---课程29---课程135,0.06375548014762342,0.9716874292185731
课程135---课程29---课程133,课程135---课程29---课程133,0.06375548014762342,0.9854517611026035
课程26---课程29---课程171,课程26---课程29---课程171,0.06375548014762342,0.9484156226971261
课程135---课程141---课程26,课程135---课程141---课程26,0.06368117306120427,0.9764527155336119
课程141---课程26---课程135,课程141---课程26---课程135,0.06368117306120427,0.9021052631578946
课程130---课程141---课程133,课程130---课程141---课程133,0.06360686597478513,0.9564245810055865
课程133---课程141---课程130,课程133---课程141---课程130,0.06360686597478513,0.9657766077472734
课程141---课程26---课程29,课程141---课程26---课程29,0.06358209694597874,0.9007017543859648
课程26---课程29---课程141,课程26---课程29---课程141,0.06358209694597874,0.9458364038319822
课程26---课程29---课程133,课程26---课程29---课程133,0.06358209694597874,0.9458364038319822
课程133---课程29---课程26,课程133---课程29---课程26,0.06358209694597874,0.9690449226123065
课程135---课程141---课程31,课程135---课程141---课程31,0.06355732791717236,0.9745537409798708
课程163---课程191---课程31,课程163---课程191---课程31,0.06355732791717236,0.9105748757984387
课程163---课程31---课程191,课程163---课程31---课程191,0.06355732791717236,0.8089533417402269
课程132---课程171,课程132---课程171,0.06350778985955961,0.8930686172065483
课程163---课程191---课程17,课程163---课程191---课程17,0.06345825180194685,0.9091554293825409
课程163---课程17---课程191,课程163---课程17---课程191,0.06345825180194685,0.8089674771076729
课程133---课程141---课程26,课程133---课程141---课程26,0.06343348277314047,0.9631440391124483
课程141---课程26---课程133,课程141---课程26---课程133,0.06343348277314047,0.8985964912280702
课程201---课程29---课程34,课程201---课程29---课程34,0.06340871374433409,0.9812188577999235
课程201---课程34---课程29,课程201---课程34---课程29,0.06340871374433409,0.9868928296067848
课程31---课程52---课程34,课程31---课程52---课程34,0.0633839447155277,0.9620300751879699
课程135---课程141---课程133,课程135---课程141---课程133,0.06335917568672132,0.9715153816938853
课程31---课程52---课程171,课程31---课程52---课程171,0.06335917568672132,0.9616541353383458
课程133---课程141---课程135,课程133---课程141---课程135,0.06335917568672132,0.9620157954118089
课程133---课程29---课程34,课程133---课程29---课程34,0.06333440665791494,0.9652699131747828
课程133---课程34---课程29,课程133---课程34---课程29,0.06333440665791494,0.9261137269105395
课程144---课程191---课程31,课程144---课程191---课程31,0.06328486860030218,0.9102244389027432
课程17---课程29---课程135,课程17---课程29---课程135,0.06328486860030218,0.8964912280701752
课程135---课程29---课程17,课程135---课程29---课程17,0.06328486860030218,0.978177641653905
课程144---课程31---课程191,课程144---课程31---课程191,0.06328486860030218,0.8273963730569948
课程133---课程29---课程31,课程133---课程29---课程31,0.0632600995714958,0.9641374103435257
课程29---课程31---课程133,课程29---课程31---课程133,0.0632600995714958,0.8698910081743868
课程132---课程48---课程171,课程132---课程48---课程171,0.06323533054268943,0.9744274809160307
课程132---课程171---课程48,课程132---课程171---课程48,0.06323533054268943,0.9957098283931357
课程135---课程29---课程26,课程135---课程29---课程26,0.06321056151388305,0.9770290964777949
课程26---课程29---课程135,课程26---课程29---课程135,0.06321056151388305,0.9403095062638173
课程163---课程180---课程191,课程163---课程180---课程191,0.06318579248507666,0.8656260604004072
课程144---课程17---课程191,课程144---课程17---课程191,0.06318579248507666,0.8274408044112878
课程144---课程191---课程17,课程144---课程191---课程17,0.06318579248507666,0.9087994299964376
课程163---课程191---课程180,课程163---课程191---课程180,0.06318579248507666,0.905251951738822
课程130---课程141---课程26,课程130---课程141---课程26,0.0631362544274639,0.9493482309124767
课程31---课程52---课程141,课程31---课程52---课程141,0.0631362544274639,0.9582706766917293
课程141---课程26---课程130,课程141---课程26---课程130,0.0631362544274639,0.8943859649122806
课程135---课程141---课程17,课程135---课程141---课程17,0.06311148539865752,0.9677174325864034
课程144---课程180---课程191,课程144---课程180---课程191,0.06308671636985114,0.8657375934738273
课程144---课程191---课程180,课程144---课程191---课程180,0.06308671636985114,0.9073744210901319
课程132---课程56,课程132---课程56,0.06298764025462561,0.8857540926506442
课程17---课程29---课程130,课程17---课程29---课程130,0.06298764025462561,0.8922807017543858
课程130---课程29---课程17,课程130---课程29---课程17,0.06298764025462561,0.9841331269349843
课程56---课程132,课程56---课程132,0.06298764025462561,0.9270871308786001
课程130---课程171---课程34,课程130---课程171---课程34,0.06291333316820648,0.8887333799860042
课程133---课程171---课程141,课程133---课程171---课程141,0.06291333316820648,0.8785887236250433
课程130---课程34---课程171,课程130---课程34---课程171,0.06291333316820648,0.9355432780847146
课程133---课程141---课程171,课程133---课程141---课程171,0.06291333316820648,0.9552463332079729
课程135---课程29---课程34,课程135---课程29---课程34,0.0628885641394001,0.9720520673813171
课程135---课程34---课程29,课程135---课程34---课程29,0.0628885641394001,0.9362094395280236
课程31---课程52---课程29,课程31---课程52---课程29,0.06281425705298095,0.9533834586466164
课程29---课程31---课程52,课程29---课程31---课程52,0.06281425705298095,0.8637602179836511
课程130---课程141---课程34,课程130---课程141---课程34,0.06278948802417457,0.9441340782122903
课程130---课程34---课程141,课程130---课程34---课程141,0.06278948802417457,0.9337016574585635
课程203---课程141,课程203---课程141,0.06276471899536819,0.9609404626469472
课程29---课程31---课程130,课程29---课程31---课程130,0.0627399499665618,0.8627384196185285
课程201---课程29---课程141,课程201---课程29---课程141,0.0627399499665618,0.9708700651590648
课程141---课程201---课程29,课程141---课程201---课程29,0.0627399499665618,0.9757318952234205
课程130---课程29---课程31,课程130---课程29---课程31,0.0627399499665618,0.9802631578947367
课程163---课程26---课程191,课程163---课程26---课程191,0.06266564288014267,0.8292363159619798
课程163---课程191---课程26,课程163---课程191---课程26,0.06266564288014267,0.8977998580553586
课程17---课程52---课程171,课程17---课程52---课程171,0.06266564288014267,0.9597875569044007
课程29---课程31---课程135,课程29---课程31---课程135,0.06264087385133629,0.8613760217983651
课程133---课程29---课程130,课程133---课程29---课程130,0.06264087385133629,0.9546998867497168
课程135---课程29---课程31,课程135---课程29---课程31,0.06264087385133629,0.9682235834609496
课程130---课程29---课程133,课程130---课程29---课程133,0.06264087385133629,0.9787151702786377
课程133---课程171---课程34,课程133---课程171---课程34,0.06261610482252991,0.8744379107575233
课程133---课程34---课程171,课程133---课程34---课程171,0.06261610482252991,0.9156102861282144
课程158---课程31---课程52,课程158---课程31---课程52,0.06259133579372353,0.9401041666666667
课程130---课程141---课程135,课程130---课程141---课程135,0.06259133579372353,0.9411545623836126
课程31---课程52---课程158,课程31---课程52---课程158,0.06259133579372353,0.95
课程135---课程141---课程130,课程135---课程141---课程130,0.06259133579372353,0.9597417394606913
课程135---课程34---课程141,课程135---课程34---课程141,0.06256656676491715,0.9314159292035399
课程163---课程191---课程133,课程163---课程191---课程133,0.06256656676491715,0.8963804116394607
课程163---课程191---课程130,课程163---课程191---课程130,0.06256656676491715,0.8963804116394607
课程17---课程52---课程34,课程17---课程52---课程34,0.06256656676491715,0.9582701062215478
课程135---课程141---课程34,课程135---课程141---课程34,0.06256656676491715,0.9593619445499431
课程130---课程163---课程191,课程130---课程163---课程191,0.06256656676491715,0.8358702845797484
课程133---课程163---课程191,课程133---课程163---课程191,0.06256656676491715,0.8358702845797484
课程34---课程40---课程31,课程34---课程40---课程31,0.06254179773611077,0.9984183471727955
课程34---课程40---课程17,课程34---课程40---课程17,0.06251702870730438,0.9980229339659944
课程133---课程141---课程34,课程133---课程141---课程34,0.06251702870730438,0.9492290334712298
课程148---课程163---课程191,课程148---课程163---课程191,0.06251702870730438,0.8319050758075147
课程163---课程191---课程148,课程163---课程191---课程148,0.06251702870730438,0.8956706884315118
课程133---课程34---课程141,课程133---课程34---课程141,0.06251702870730438,0.9141615356754798
课程17---课程52---课程141,课程17---课程52---课程141,0.06249225967849801,0.9571320182094082
课程133---课程141---课程29,课程133---课程141---课程29,0.06246749064969163,0.9484768710041369
课程201---课程34---课程141,课程201---课程34---课程141,0.06246749064969163,0.9722436391673092
课程133---课程29---课程141,课程133---课程29---课程141,0.06246749064969163,0.9520573801434503
课程141---课程201---课程34,课程141---课程201---课程34,0.06246749064969163,0.9714946070878274
课程130---课程34---课程29,课程130---课程34---课程29,0.062442721620885246,0.9285451197053407
课程130---课程29---课程34,课程130---课程29---课程34,0.062442721620885246,0.9756191950464396
课程148---课程34---课程17,课程148---课程34---课程17,0.062442721620885246,0.999603489294211
课程163---课程191---课程40,课程163---课程191---课程40,0.062417952592078864,0.894251242015614
课程163---课程40---课程191,课程163---课程40---课程191,0.062417952592078864,0.8374875373878364
课程148---课程34---课程31,课程148---课程34---课程31,0.062417952592078864,0.9992069785884219
课程144---课程191---课程26,课程144---课程191---课程26,0.06239318356327248,0.8973993587459922
课程133---课程48---课程17,课程133---课程48---课程17,0.06239318356327248,0.9925137903861307
课程144---课程26---课程191,课程144---课程26---课程191,0.06239318356327248,0.8478626725008415
课程17---课程48---课程133,课程17---课程48---课程133,0.06239318356327248,0.80608
课程148---课程34---课程26,课程148---课程34---课程26,0.062343645505659726,0.9980174464710547
课程26---课程34---课程148,课程26---课程34---课程148,0.062343645505659726,0.815354713313897
课程135---课程34---课程171,课程135---课程34---课程171,0.062318876476853344,0.9277286135693216
课程135---课程171---课程34,课程135---课程171---课程34,0.062318876476853344,0.8824973693440898
课程144---课程17---课程171,课程144---课程17---课程171,0.062318876476853344,0.8160882257541356
课程144---课程31---课程171,课程144---课程31---课程171,0.062318876476853344,0.8147668393782384
课程17---课程48---课程130,课程17---课程48---课程130,0.06229410744804696,0.8048000000000001
课程144---课程191---课程130,课程144---课程191---课程130,0.06229410744804696,0.8959743498396866
课程130---课程48---课程17,课程130---课程48---课程17,0.06229410744804696,0.9944642151047844
课程144---课程191---课程133,课程144---课程191---课程133,0.06229410744804696,0.8959743498396866
课程130---课程144---课程191,课程130---课程144---课程191,0.06229410744804696,0.8548606390210741
课程133---课程144---课程191,课程133---课程144---课程191,0.06229410744804696,0.8548606390210741
课程163---课程191---课程135,课程163---课程191---课程135,0.06226933841924058,0.8921220723917672
课程135---课程163---课程191,课程135---课程163---课程191,0.06226933841924058,0.8551020408163266
课程144---课程148---课程191,课程144---课程148---课程191,0.06226933841924058,0.8522033898305085
课程144---课程191---课程148,课程144---课程191---课程148,0.06226933841924058,0.8956180976131102
课程135---课程29---课程141,课程135---课程29---课程141,0.0622445693904342,0.9620980091883614
课程26---课程29---课程130,课程26---课程29---课程130,0.0622445693904342,0.925939572586588
课程130---课程29---课程135,课程130---课程29---课程135,0.0622445693904342,0.9725232198142414
课程130---课程29---课程26,课程130---课程29---课程26,0.0622445693904342,0.9725232198142414
课程135---课程141---课程29,课程135---课程141---课程29,0.0622445693904342,0.9544246107102164
课程135---课程29---课程130,课程135---课程29---课程130,0.0622445693904342,0.9620980091883614
课程34---课程48---课程31,课程34---课程48---课程31,0.062219800361627824,0.9000358294518094
课程144---课程34---课程163,课程144---课程34---课程163,0.062219800361627824,0.9980135081446166
课程31---课程48---课程34,课程31---课程48---课程34,0.062219800361627824,0.8061617458279847
课程163---课程34---课程144,课程163---课程34---课程144,0.062219800361627824,0.9936708860759493
课程144---课程191---课程135,课程144---课程191---课程135,0.06219503133282144,0.8945493409333809
课程162---课程163---课程191,课程162---课程163---课程191,0.06219503133282144,0.8523421588594704
课程130---课程29---课程141,课程130---课程29---课程141,0.06219503133282144,0.971749226006192
课程163---课程191---课程162,课程163---课程191---课程162,0.06219503133282144,0.8910574875798439
课程135---课程144---课程191,课程135---课程144---课程191,0.06219503133282144,0.8555366269165247
课程130---课程141---课程29,课程130---课程141---课程29,0.06219503133282144,0.9351955307262569
课程26---课程34---课程40,课程26---课程34---课程40,0.06217026230401506,0.8130871396177518
课程34---课程40---课程26,课程34---课程40---课程26,0.06217026230401506,0.992487149070779
课程144---课程191---课程40,课程144---课程191---课程40,0.06217026230401506,0.8941930887068045
